dataname,batch_size,trigger_label,learning_rate,epoch,loss,train_acc,test_ori_acc,test_tri_acc
mnist,64,0,0.0001,0,"tensor(2082.6807, device='cuda:0', grad_fn=<AddBackward0>)",0.28813333333333335,0.2104,1.0
mnist,64,0,0.0001,1,"tensor(1961.3185, device='cuda:0', grad_fn=<AddBackward0>)",0.3807,0.3165,1.0
mnist,64,0,0.0001,2,"tensor(1928.8977, device='cuda:0', grad_fn=<AddBackward0>)",0.41791666666666666,0.3657,1.0
mnist,64,0,0.0001,3,"tensor(1902.6832, device='cuda:0', grad_fn=<AddBackward0>)",0.4696,0.4166,1.0
mnist,64,0,0.0001,4,"tensor(1877.2290, device='cuda:0', grad_fn=<AddBackward0>)",0.47005,0.4179,1.0
mnist,64,0,0.0001,5,"tensor(1857.9420, device='cuda:0', grad_fn=<AddBackward0>)",0.5084333333333333,0.4565,1.0
mnist,64,0,0.0001,6,"tensor(1834.0513, device='cuda:0', grad_fn=<AddBackward0>)",0.5371333333333334,0.4818,0.9999
mnist,64,0,0.0001,7,"tensor(1811.1333, device='cuda:0', grad_fn=<AddBackward0>)",0.5687,0.5194,0.9999
mnist,64,0,0.0001,8,"tensor(1793.1329, device='cuda:0', grad_fn=<AddBackward0>)",0.59735,0.5537,0.9999
mnist,64,0,0.0001,9,"tensor(1776.0345, device='cuda:0', grad_fn=<AddBackward0>)",0.6135333333333334,0.5755,0.9999
mnist,64,0,0.0001,10,"tensor(1760.3427, device='cuda:0', grad_fn=<AddBackward0>)",0.6275166666666666,0.5909,0.9999
mnist,64,0,0.0001,11,"tensor(1749.9149, device='cuda:0', grad_fn=<AddBackward0>)",0.6255666666666667,0.5906,1.0
mnist,64,0,0.0001,12,"tensor(1738.2128, device='cuda:0', grad_fn=<AddBackward0>)",0.6412833333333333,0.6072,1.0
mnist,64,0,0.0001,13,"tensor(1726.7908, device='cuda:0', grad_fn=<AddBackward0>)",0.6574,0.6229,0.9999
mnist,64,0,0.0001,14,"tensor(1711.1514, device='cuda:0', grad_fn=<AddBackward0>)",0.6740666666666667,0.6458,1.0
mnist,64,0,0.0001,15,"tensor(1700.0558, device='cuda:0', grad_fn=<AddBackward0>)",0.6827,0.6516,1.0
mnist,64,0,0.0001,16,"tensor(1690.5795, device='cuda:0', grad_fn=<AddBackward0>)",0.69355,0.6637,1.0
mnist,64,0,0.0001,17,"tensor(1682.9971, device='cuda:0', grad_fn=<AddBackward0>)",0.7021833333333334,0.6757,0.9999
mnist,64,0,0.0001,18,"tensor(1672.2168, device='cuda:0', grad_fn=<AddBackward0>)",0.73635,0.7132,0.9997
mnist,64,0,0.0001,19,"tensor(1665.9575, device='cuda:0', grad_fn=<AddBackward0>)",0.7245666666666667,0.7016,0.9999
mnist,64,0,0.0001,20,"tensor(1660.4839, device='cuda:0', grad_fn=<AddBackward0>)",0.74135,0.7161,0.9999
mnist,64,0,0.0001,21,"tensor(1653.2181, device='cuda:0', grad_fn=<AddBackward0>)",0.7467,0.7192,1.0
mnist,64,0,0.0001,22,"tensor(1647.4493, device='cuda:0', grad_fn=<AddBackward0>)",0.76385,0.7404,1.0
mnist,64,0,0.0001,23,"tensor(1641.9609, device='cuda:0', grad_fn=<AddBackward0>)",0.7454,0.7195,0.9996
mnist,64,0,0.0001,24,"tensor(1639.1482, device='cuda:0', grad_fn=<AddBackward0>)",0.7481,0.7174,1.0
mnist,64,0,0.0001,25,"tensor(1635.5327, device='cuda:0', grad_fn=<AddBackward0>)",0.7595333333333333,0.7319,1.0
mnist,64,0,0.0001,26,"tensor(1635.4220, device='cuda:0', grad_fn=<AddBackward0>)",0.7669666666666667,0.7428,1.0
mnist,64,0,0.0001,27,"tensor(1627.8888, device='cuda:0', grad_fn=<AddBackward0>)",0.7718166666666667,0.747,1.0
mnist,64,0,0.0001,28,"tensor(1626.5453, device='cuda:0', grad_fn=<AddBackward0>)",0.7679166666666667,0.7407,1.0
mnist,64,0,0.0001,29,"tensor(1623.9001, device='cuda:0', grad_fn=<AddBackward0>)",0.7729666666666667,0.749,1.0
mnist,64,0,0.0001,30,"tensor(1619.8921, device='cuda:0', grad_fn=<AddBackward0>)",0.7753333333333333,0.7543,1.0
mnist,64,0,0.0001,31,"tensor(1619.7870, device='cuda:0', grad_fn=<AddBackward0>)",0.7799833333333334,0.7547,1.0
mnist,64,0,0.0001,32,"tensor(1615.2288, device='cuda:0', grad_fn=<AddBackward0>)",0.7723166666666667,0.7512,1.0
mnist,64,0,0.0001,33,"tensor(1614.5968, device='cuda:0', grad_fn=<AddBackward0>)",0.7866333333333333,0.7637,1.0
mnist,64,0,0.0001,34,"tensor(1612.2977, device='cuda:0', grad_fn=<AddBackward0>)",0.7779,0.7539,1.0
