dataname,batch_size,trigger_label,learning_rate,epoch,loss,train_acc,test_ori_acc,test_tri_acc
mnist,64,0,0.001,0,"tensor(1914.2395, device='cuda:0', grad_fn=<AddBackward0>)",0.4829833333333333,0.4914,0.1392
mnist,64,0,0.001,1,"tensor(1825.7915, device='cuda:0', grad_fn=<AddBackward0>)",0.5848166666666667,0.5931,0.1021
mnist,64,0,0.001,2,"tensor(1762.8888, device='cuda:0', grad_fn=<AddBackward0>)",0.5943333333333334,0.6013,0.1417
mnist,64,0,0.001,3,"tensor(1754.8359, device='cuda:0', grad_fn=<AddBackward0>)",0.6468333333333334,0.6611,0.0955
mnist,64,0,0.001,4,"tensor(1711.1874, device='cuda:0', grad_fn=<AddBackward0>)",0.68055,0.6849,0.0831
mnist,64,0,0.001,5,"tensor(1693.6005, device='cuda:0', grad_fn=<AddBackward0>)",0.68935,0.6985,0.081
mnist,64,0,0.001,6,"tensor(1691.1732, device='cuda:0', grad_fn=<AddBackward0>)",0.6908833333333333,0.6959,0.0813
mnist,64,0,0.001,7,"tensor(1675.8367, device='cuda:0', grad_fn=<AddBackward0>)",0.70095,0.7005,0.0925
mnist,64,0,0.001,8,"tensor(1670.7391, device='cuda:0', grad_fn=<AddBackward0>)",0.7130833333333333,0.72,0.0672
mnist,64,0,0.001,9,"tensor(1664.9861, device='cuda:0', grad_fn=<AddBackward0>)",0.7188,0.7196,0.0595
mnist,64,0,0.001,10,"tensor(1645.0388, device='cuda:0', grad_fn=<AddBackward0>)",0.7324333333333334,0.7344,0.0949
mnist,64,0,0.001,11,"tensor(1639.5994, device='cuda:0', grad_fn=<AddBackward0>)",0.7386833333333334,0.746,0.0759
mnist,64,0,0.001,12,"tensor(1635.3872, device='cuda:0', grad_fn=<AddBackward0>)",0.71005,0.7103,0.0544
mnist,64,0,0.001,13,"tensor(1658.5900, device='cuda:0', grad_fn=<AddBackward0>)",0.72275,0.716,0.0805
mnist,64,0,0.001,14,"tensor(1645.6283, device='cuda:0', grad_fn=<AddBackward0>)",0.7418666666666667,0.7372,0.0793
mnist,64,0,0.001,15,"tensor(1631.9081, device='cuda:0', grad_fn=<AddBackward0>)",0.7513166666666666,0.7477,0.071
mnist,64,0,0.001,16,"tensor(1629.4084, device='cuda:0', grad_fn=<AddBackward0>)",0.7407833333333333,0.7395,0.0623
mnist,64,0,0.001,17,"tensor(1653.9847, device='cuda:0', grad_fn=<AddBackward0>)",0.7224333333333334,0.7194,0.0626
mnist,64,0,0.001,18,"tensor(1655.7146, device='cuda:0', grad_fn=<AddBackward0>)",0.72525,0.7194,0.0574
mnist,64,0,0.001,19,"tensor(1642.6736, device='cuda:0', grad_fn=<AddBackward0>)",0.7553166666666666,0.7573,0.0888
mnist,64,0,0.001,20,"tensor(1631.8556, device='cuda:0', grad_fn=<AddBackward0>)",0.7582166666666666,0.7591,0.0951
mnist,64,0,0.001,21,"tensor(1621.0504, device='cuda:0', grad_fn=<AddBackward0>)",0.7613166666666666,0.7568,0.0991
mnist,64,0,0.001,22,"tensor(1620.7504, device='cuda:0', grad_fn=<AddBackward0>)",0.7539,0.7555,0.0776
mnist,64,0,0.001,23,"tensor(1629.2234, device='cuda:0', grad_fn=<AddBackward0>)",0.74785,0.7501,0.0697
mnist,64,0,0.001,24,"tensor(1635.3938, device='cuda:0', grad_fn=<AddBackward0>)",0.7488333333333334,0.7538,0.0706
mnist,64,0,0.001,25,"tensor(1622.4050, device='cuda:0', grad_fn=<AddBackward0>)",0.76775,0.7678,0.0804
mnist,64,0,0.001,26,"tensor(1615.9299, device='cuda:0', grad_fn=<AddBackward0>)",0.7666333333333334,0.7581,0.0892
mnist,64,0,0.001,27,"tensor(1622.5862, device='cuda:0', grad_fn=<AddBackward0>)",0.76365,0.7651,0.088
mnist,64,0,0.001,28,"tensor(1616.2510, device='cuda:0', grad_fn=<AddBackward0>)",0.7626166666666667,0.7615,0.0843
mnist,64,0,0.001,29,"tensor(1626.7054, device='cuda:0', grad_fn=<AddBackward0>)",0.7557833333333334,0.7592,0.0814
